Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
JOY,"Joy Global, Inc.",Industrial Goods,Farm & Construction Machinery,USA,5.23,24.54,53.43,0.0032,720635
JPM,JPMorgan Chase & Co.,Financial,Money Center Banks,USA,225.34,11.16,60.38,0.0017,8982292
JWN,Nordstrom Inc.,Services,Apparel Stores,USA,14.29,19.88,73.27,-0.0121,1616604
K,Kellogg Company,Consumer Goods,Processed & Packaged Goods,USA,22.65,13.27,65.14,0.0208,2044554
KEY,KeyCorp.,Financial,Regional - Midwest Banks,USA,11.57,13.22,13.24,-0.0082,8664971
KIM,Kimco Realty Corporation,Financial,REIT - Retail,USA,10.06,33.05,24.75,0.0119,2811641
KLAC,KLA-Tencor Corporation,Technology,Semiconductor Equipment & Materials,USA,13.21,24.79,79.02,-0.0163,1285768
KMB,Kimberly-Clark Corporation,Consumer Goods,Personal Products,USA,41.96,19.94,113.65,0.0089,1762800
KMI,"Kinder Morgan, Inc.",Basic Materials,Oil & Gas Pipelines,USA,40.48,32.81,40.25,0.0224,21579676
KMX,CarMax Inc.,Services,Auto Dealerships,USA,11.99,23.48,54.66,-0.0178,2004424
KO,The Coca-Cola Company,Consumer Goods,Beverages - Soft Drinks,USA,187.16,23.74,42.92,0.0044,10576500
KORS,Michael Kors Holdings Limited,Consumer Goods,Textile - Apparel Clothing,Hong Kong,14.84,18.96,72.32,0.0036,2806549
KR,The Kroger Co.,Services,Grocery Stores,USA,28.34,18.74,58.29,0.0101,2468185
KRFT,"Kraft Foods Group, Inc.",Consumer Goods,Food - Major Diversified,USA,33.81,14.54,57.99,0.0098,1798436
KSS,Kohl's Corp.,Services,Department Stores,USA,11.69,14,57.34,0.0039,2454599
KSU,Kansas City Southern,Services,Railroads,USA,13.89,29.27,124.8,-0.0086,553104
L,Loews Corporation,Financial,Property & Casualty Insurance,USA,16.01,29.92,42.59,-0.0044,965975
LB,"L Brands, Inc.",Services,Apparel Stores,USA,22.65,24.75,77.71,0.0030,1962759
LEG,"Leggett & Platt, Incorporated",Consumer Goods,Home Furnishings & Fixtures,USA,5.61,66.85,41.24,0.0113,822685
LEN,Lennar Corp.,Industrial Goods,Residential Construction,USA,9.09,18.26,45.64,0.0000,2485439
LH,Laboratory Corp. of America Holdings,Healthcare,Medical Laboratories & Research,USA,8.35,16.58,100.08,0.0125,1408914
LLL,L-3 Communications Holdings Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,10.15,16.85,119.84,0.0047,789596
LLTC,Linear Technology Corporation,Technology,Semiconductor - Specialized,USA,10.35,21.92,43.29,-0.0025,919290
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - Major,USA,74.97,26.93,67.29,-0.0006,3278096
LM,Legg Mason Inc.,Financial,Asset Management,USA,6.29,28.99,55.52,0.0080,1265623
LMT,Lockheed Martin Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,58.95,18.87,185.51,-0.0058,1160699
LNC,Lincoln National Corporation,Financial,Life Insurance,USA,14.61,10.01,56.02,-0.0039,1722214
LO,"Lorillard, Inc.",Consumer Goods,Cigarettes,USA,22.17,19.55,62.11,0.0084,1526889
LOW,Lowe's Companies Inc.,Services,Home Improvement Stores,USA,57.82,24.31,58.89,0.0053,4721000
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,USA,12.69,20.57,77.79,-0.0253,2208701
LUK,Leucadia National Corporation,Financial,Investment Brokerage - National,USA,8.99,46.94,24.14,-0.0111,1377718
LUV,Southwest Airlines Co.,Services,Regional Airlines,USA,26.44,23.32,39.07,0.0031,6279402
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,44.22,10.38,87.7,-0.0071,4912804
M,"Macy's, Inc.",Services,Department Stores,USA,21.91,14.88,61.61,-0.0071,4079483
MA,MasterCard Incorporated,Financial,Credit Services,USA,96.9,28.78,83.2,-0.0101,3368332
MAC,The Macerich Company,Financial,REIT - Retail,USA,9.58,141.81,68.55,0.0071,605655
MAR,"Marriott International, Inc.",Services,Lodging,USA,22.09,32.76,77.17,-0.0101,2516180
MAS,Masco Corporation,Industrial Goods,General Building Materials,USA,8.26,10.49,22.98,-0.0091,2918602
MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,USA,10.5,14.9,30.83,-0.0053,2104743
MCD,McDonald's Corp.,Services,Restaurants,USA,93.63,18.9,95.97,-0.0025,3576890
MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,USA,8.71,24.09,43.65,0.0068,1633718
MCK,McKesson Corporation,Services,Drugs Wholesale,USA,47.59,33.81,204.38,-0.0042,899600
MCO,Moody's Corporation,Services,Business Services,USA,20.96,22.68,100.55,0.0008,819869
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,USA,64.11,36.69,38.37,0.0055,5443916
MDT,"Medtronic, Inc.",Healthcare,Medical Appliances & Equipment,USA,67.77,23.29,69.19,0.0035,5248353
MET,"MetLife, Inc.",Financial,Life Insurance,USA,61.95,11.15,54.49,-0.0007,5620599
MHFI,"McGraw Hill Financial, Inc.",Services,Business Services,USA,24.74,27.95,91.27,0.0015,900204
MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,USA,10.46,21.22,141.67,-0.0125,357938
MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,USA,20.34,28.6,100.7,0.0002,1323530
MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,USA,9.4,22.81,72.51,-0.0004,917107
MLM,Martin Marietta Materials Inc.,Industrial Goods,General Building Materials,USA,8.51,57.49,125.78,-0.0055,466005
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,USA,30.17,20.97,55.85,0.0014,1713882
MMM,3M Company,Industrial Goods,Diversified Machinery,USA,101.79,21.82,158.69,-0.0010,1672033
MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,USA,18.09,43.17,110.07,0.0199,744452
MO,Altria Group Inc.,Consumer Goods,Cigarettes,USA,96.41,22.38,49.05,0.0055,6022160
MON,Monsanto Company,Basic Materials,Agricultural Chemicals,USA,57.59,23.19,118.38,-0.0050,3060186
MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,USA,16.77,20.34,45.27,0.0027,1591759
MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,25.88,11.43,92.51,0.0014,4102586
MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,USA,168.4,32.46,59.46,0.0066,8569317
MRO,Marathon Oil Corporation,Basic Materials,Independent Oil & Gas,USA,21.84,15.71,31.82,-0.0167,6121512
MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,69.86,14.22,35.6,-0.0025,6129539
MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,408.68,19.44,49.46,-0.0024,30042146
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA,15.71,27.53,65.4,0.0023,1921058
MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,16.51,17.72,124.71,-0.0018,472477
MU,"Micron Technology, Inc.",Technology,Semiconductor- Memory Chips,USA,35.02,12.84,32.29,-0.0101,17882448
MUR,Murphy Oil Corporation,Basic Materials,Independent Oil & Gas,USA,9.22,12.31,51.41,-0.0102,1084191
MWV,MeadWestvaco Corporation,Consumer Goods,Packaging & Containers,USA,7.36,20.82,44.56,0.0095,561230
MYL,"Mylan, Inc.",Healthcare,Drugs - Generic,USA,20.23,23.3,55.13,0.0200,3943748
NAVI,Navient Corporation,Financial,Credit Services,USA,8.37,7.79,20.81,0.0196,1427174
NBL,"Noble Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,20.3,22,54.71,-0.0250,3398188
NBR,Nabors Industries Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,Bermuda,4.8,14.68,16.2,-0.0235,10463741
NDAQ,"The Nasdaq OMX Group, Inc.",Financial,Diversified Investments,USA,7.34,16.21,43.73,-0.0011,572514
NE,Noble Corp.,Basic Materials,Oil & Gas Drilling & Exploration,Switzerland,5.24,8.74,20.79,-0.0010,8253541
NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,USA,45.27,23.41,103.21,0.0134,1348831
NEM,Newmont Mining Corporation,Basic Materials,Gold,USA,9.55,0,19.24,0.0047,9952102
NFLX,"Netflix, Inc.",Services,CATV Systems,USA,23.26,102.67,381.14,-0.0127,1312514
NFX,Newfield Exploration Co.,Basic Materials,Independent Oil & Gas,USA,4.62,14.89,32.5,-0.0345,3405021
NI,NiSource Inc.,Utilities,Diversified Utilities,USA,12.88,24.28,41.11,0.0078,1588285
NKE,"Nike, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,82.27,29.75,96.06,0.0059,2965221
NLSN,Nielsen N.V.,Technology,Information & Delivery Services,USA,15.86,42.05,41.55,-0.0019,2736796
NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,27.49,14.49,135.91,-0.0012,768642
NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,30.72,12.19,71.82,0.0067,4452613
NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,USA,10.59,0,31.68,0.0118,3878559
NSC,Norfolk Southern Corporation,Services,Railroads,USA,35.9,18.07,115.83,-0.0017,1235825
NTAP,"NetApp, Inc.",Technology,Data Storage Devices,USA,13.5,22.48,42.23,-0.0009,2301604
NTRS,Northern Trust Corporation,Financial,Asset Management,USA,15.97,22.3,67.83,0.0006,1044325
NU,Northeast Utilities,Utilities,Diversified Utilities,USA,15.46,20,49.44,0.0131,859764
NUE,Nucor Corporation,Basic Materials,Steel & Iron,USA,17.2,25.67,54.14,0.0043,1407170
NVDA,NVIDIA Corporation,Technology,Semiconductor - Specialized,USA,10.72,19.21,19.69,-0.0048,3951965
NWL,Newell Rubbermaid Inc.,Consumer Goods,Housewares & Accessories,USA,9.44,22.04,35.62,0.0227,2132784
NWSA,News Corporation,Services,Broadcasting - TV,USA,8.77,32.34,15.04,-0.0105,7158228
OI,"Owens-Illinois, Inc.",Consumer Goods,Packaging & Containers,USA,4.2,27.98,25.65,0.0075,1098486
OKE,ONEOK Inc.,Utilities,Gas Utilities,USA,11.64,37.28,56.09,0.0030,1178819
OMC,Omnicom Group Inc.,Services,Advertising Agencies,USA,18.38,18.11,74.3,0.0031,1295251
ORCL,Oracle Corporation,Technology,Application Software,USA,180.97,17.09,41.16,0.0078,11689733
ORLY,O'Reilly Automotive Inc.,Services,Auto Parts Stores,USA,18.25,25.77,177.3,-0.0143,693611
OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,67.2,12,85.9,-0.0088,5556583
PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,USA,17.14,27.14,47.23,0.0000,1420061
PBCT,People's United Financial Inc.,Financial,Savings & Loans,USA,4.55,17.19,14.83,0.0034,2002113
PBI,Pitney Bowes Inc.,Consumer Goods,Business Equipment,USA,4.99,15.73,24.65,-0.0080,1731092
PCAR,PACCAR Inc.,Consumer Goods,Trucks & Other Vehicles,USA,23.59,18.25,66.56,-0.0011,851817
PCG,PG&E Corporation,Utilities,Electric Utilities,USA,23.59,16.77,50.58,0.0187,4502904
PCL,Plum Creek Timber Co. Inc.,Industrial Goods,"Lumber, Wood Production",USA,7.12,38.2,40.57,0.0020,1082553
PCLN,The Priceline Group Inc.,Services,Business Services,USA,61.42,26.48,1166.41,-0.0056,711386
PCP,Precision Castparts Corp.,Industrial Goods,Metal Fabrication,USA,32.24,17.7,226.8,0.0026,671955
PDCO,"Patterson Companies, Inc.",Services,Medical Equipment Wholesale,USA,4.72,22.29,46.26,0.0225,1207201
PEG,Public Service Enterprise Group Inc.,Utilities,Diversified Utilities,USA,19.98,16.11,40.46,0.0248,5042782
PEP,"Pepsico, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,146.25,21.62,98.42,0.0072,3721999
PETM,"PetSmart, Inc.",Services,"Specialty Retail, Other",USA,7.24,17.43,73.61,0.0106,1266703
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,USA,191.16,19.2,30.32,-0.0007,26114460
PFG,Principal Financial Group Inc.,Financial,Life Insurance,USA,15.52,14.68,52.83,-0.0006,653840
PG,The Procter & Gamble Company,Consumer Goods,Personal Products,USA,238.08,24.89,87.84,-0.0031,9470159
PGR,Progressive Corp.,Financial,Property & Casualty Insurance,USA,15.9,13.29,26.98,0.0000,1741208
PH,Parker-Hannifin Corporation,Industrial Goods,Industrial Equipment & Components,USA,19.09,18.06,128.62,0.0014,1168792
PHM,"PulteGroup, Inc.",Industrial Goods,Residential Construction,USA,7.76,16.87,20.97,0.0024,4938906
PKI,PerkinElmer Inc.,Healthcare,Medical Laboratories & Research,USA,4.93,25.09,43.39,-0.0060,515679
PLD,"Prologis, Inc.",Financial,REIT - Industrial,USA,20.38,99.44,41.01,0.0059,1819363
PLL,Pall Corporation,Industrial Goods,Diversified Machinery,USA,9.99,28.67,93.62,0.0017,477981
PM,"Philip Morris International, Inc.",Consumer Goods,Cigarettes,USA,134.05,17.33,87.3,0.0118,3627658
PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks,USA,46,11.84,87.28,-0.0015,1924191
PNR,Pentair plc,Industrial Goods,Industrial Equipment & Components,USA,12.83,21.06,69,0.0050,1161093
PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,USA,6.71,16.21,61.82,0.0169,586300
POM,"Pepco Holdings, Inc.",Utilities,Electric Utilities,USA,6.87,25.98,27.34,0.0022,1229095
PPG,PPG Industries Inc.,Basic Materials,Specialty Chemicals,USA,27.98,22.63,205.33,0.0070,545250
PPL,PPL Corporation,Utilities,Electric Utilities,USA,23.57,25.5,35.64,0.0056,4757937
PRGO,Perrigo Company Public Limited Company,Healthcare,Drug Related Products,USA,20.69,141.71,153.31,-0.0074,1017809
PRU,"Prudential Financial, Inc.",Financial,Life Insurance,USA,38.46,17.14,83.81,-0.0020,2024319
PSA,Public Storage,Financial,REIT - Industrial,USA,32.06,36.98,186.2,0.0031,375827
PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,USA,39.73,11.18,72.78,0.0139,3976138
PVH,PVH Corp.,Consumer Goods,Textile - Apparel Clothing,USA,9.81,28.97,121.15,0.0176,900928
PWR,"Quanta Services, Inc.",Industrial Goods,General Contractors,USA,7.16,18.22,33.17,0.0003,1370591
PX,Praxair Inc.,Basic Materials,Chemicals - Major Diversified,USA,36.67,20.01,126.26,0.0032,752520
PXD,Pioneer Natural Resources Co.,Basic Materials,Independent Oil & Gas,USA,25.41,0,165.04,-0.0328,2302562
QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,117.8,16.1,70.4,-0.0064,7323903
QEP,"QEP Resources, Inc.",Basic Materials,Oil & Gas Pipelines,USA,4.42,613,23.12,-0.0571,3678562
R,"Ryder System, Inc.",Services,Rental & Leasing Services,USA,4.84,17.7,90.69,-0.0068,396843
RAI,Reynolds American Inc.,Consumer Goods,Cigarettes,USA,34.26,21.86,64.7,0.0033,1136776
RDC,Rowan Companies plc,Basic Materials,Oil & Gas Drilling & Exploration,USA,2.96,11.53,23.86,0.0046,1673233
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,40.18,133.97,399.65,0.0113,887092
RF,Regions Financial Corporation,Financial,Regional - Southeast Banks,USA,14,12.56,10.1,-0.0069,10298131
RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,7.8,27.08,57.17,-0.0040,656195
RHT,"Red Hat, Inc.",Technology,Application Software,USA,11.71,65.64,63,0.0103,2740676
RIG,Transocean Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,Switzerland,9.35,0,26.2,0.0058,11116534
RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,15.28,20.99,176.05,0.0104,804305
ROK,Rockwell Automation Inc.,Industrial Goods,Diversified Machinery,USA,15.18,18.6,110.18,0.0005,674921
ROP,Roper Industries Inc.,Industrial Goods,Diversified Machinery,USA,16.06,25.28,156.4,-0.0054,396909
ROST,Ross Stores Inc.,Services,Apparel Stores,USA,17.08,19.75,81.34,-0.0005,1291900
RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,USA,12.13,31.96,72.38,0.0064,2436183
RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,USA,14.14,19.5,39.79,0.0005,1479706
RTN,Raytheon Company,Industrial Goods,Aerospace/Defense Products & Services,USA,32.26,15.93,103.3,-0.0127,2243027
SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,58.68,28.72,77.83,-0.0037,2908498
SCG,SCANA Corp.,Utilities,Electric Utilities,USA,7.92,14.66,56.22,0.0121,819806
SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,37.7,30.71,28.55,-0.0111,4281152
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,USA,25.58,25.58,38.48,0.0094,5250674
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,8.02,41.71,38.12,0.0042,1829855
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,23.01,27.9,239.31,-0.0014,390876
SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,16.15,32.75,135.69,0.0008,471530
SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,10.21,18.7,101.52,0.0129,724602
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,122.66,17.92,95.63,0.0033,8468577
SNA,Snap-on Incorporated,Industrial Goods,Small Tools & Accessories,USA,7.86,19.96,134.89,-0.0033,371660
SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,21.22,19.96,97.13,0.0098,2676843
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,10.31,20.88,75.01,-0.0021,783871
SO,Southern Company,Utilities,Electric Utilities,USA,41.97,19.93,47.08,0.0094,4138211
SPG,Simon Property Group Inc.,Financial,REIT - Retail,USA,55.96,39.65,178.48,0.0025,794460
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",USA,8.66,14.31,12.97,-0.0357,18115876
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,USA,10.83,34.18,127.47,-0.0001,243887
SRE,Sempra Energy,Utilities,Diversified Utilities,USA,26.76,23.73,109.98,0.0121,582745
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,20.63,12.06,39.43,-0.0033,1723260
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,USA,18.58,21.45,65.17,0.0028,1204231
STT,State Street Corporation,Financial,Asset Management,USA,31.76,16.25,75.67,-0.0053,2443446
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,Ireland,20.57,14,63.99,0.0178,3249295
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,17.94,26.16,94.26,0.0149,623049
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,14.99,22.09,95.18,-0.0051,998291
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,USA,11.92,15.7,33.61,-0.0041,5076360
SWY,Safeway Inc.,Services,Grocery Stores,USA,8.03,290.42,34.75,-0.0029,1374629
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,USA,33.29,52.38,88.53,0.0060,605650
SYMC,Symantec Corporation,Technology,Security Software & Services,USA,17.49,17.97,25.48,0.0055,3137742
SYY,Sysco Corporation,Services,Food Wholesale,USA,22.68,24.73,38.89,0.0080,2631255
T,"AT&T, Inc.",Technology,Telecom Services - Domestic,USA,186.21,10.98,35.85,-0.0014,12924435
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,14.01,25.41,77.75,0.0301,1875911
TDC,Teradata Corporation,Technology,Data Storage Devices,USA,6.77,19.67,44.81,0.0127,2035442
TE,"TECO Energy, Inc.",Utilities,Electric Utilities,USA,4.52,19.64,19.55,0.0156,1637810
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,USA,5.72,15.46,72.54,0.0134,332408
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,25.02,17.04,61.02,-0.0083,1687653
TGT,Target Corp.,Services,"Discount, Variety Stores",USA,43.18,28.75,67.13,-0.0147,7220900
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,USA,4.57,0,47.46,0.0206,2743899
TIF,Tiffany & Co.,Services,Jewelry Stores,USA,13.24,55.05,101.78,-0.0060,665401
TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,43.18,20.5,61.54,-0.0125,6116820
TMK,Torchmark Corporation,Financial,Life Insurance,USA,6.85,13.28,53.31,0.0009,488480
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research,USA,47.5,28.68,118.43,-0.0027,1308771
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,USA,9.99,48.55,68.53,-0.0197,1980798
TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,21.3,18.54,81.85,-0.0033,919012
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,USA,33.95,9.93,102.75,0.0031,1635733
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",USA,10.18,29.59,74.57,-0.0039,812990
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,USA,15.27,14.79,43.03,0.0583,9028967
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,9.1,13.55,72.37,0.0040,2462189
TSS,"Total System Services, Inc.",Financial,Credit Services,USA,6.09,24.28,32.88,0.0031,1130738
TWC,Time Warner Cable Inc.,Services,CATV Systems,USA,39.27,19.83,141.77,0.0126,3791335
TWX,Time Warner Inc.,Services,Entertainment - Diversified,USA,66.87,17.26,80.4,0.0082,4067035
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,USA,54.54,22.74,51.55,-0.0015,3183340
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,11.52,20.97,41.8,0.0014,2059388
TYC,Tyco International Ltd.,Services,Security & Protection Services,Switzerland,17.74,19.19,42.6,0.0047,1924018
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,USA,14.78,81.35,68.89,-0.0038,1883912
UHS,Universal Health Services Inc.,Healthcare,Hospitals,USA,9.7,19.78,100.93,0.0306,1239737
UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,USA,91.29,16.98,96.47,0.0143,3272539
UNM,Unum Group,Financial,Accident & Health Insurance,USA,8.62,9.69,33.9,-0.0088,2698609
UNP,Union Pacific Corporation,Services,Railroads,USA,107.32,22.27,120.32,-0.0032,2583338
UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,USA,96.71,26.51,106.47,-0.0034,2908115
URBN,Urban Outfitters Inc.,Services,Apparel Stores,USA,4.14,17.04,30.83,-0.0006,4795386
URI,"United Rentals, Inc.",Services,Rental & Leasing Services,USA,11.5,24.93,113.01,-0.0188,1194459
USB,U.S. Bancorp,Financial,Regional - Midwest Banks,USA,78.25,14.34,43.8,0.0016,5570465
UTX,United Technologies Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,97.96,15.87,107.37,-0.0007,2393684
V,Visa Inc.,Financial,Credit Services,USA,155.06,28.77,249.8,0.0039,1996214
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,USA,9.04,22.81,87.61,0.0003,677522
VFC,V.F. Corporation,Consumer Goods,Textile - Apparel Clothing,USA,30.66,24.65,71.32,0.0045,1051575
VIAB,"Viacom, Inc.",Services,Entertainment - Diversified,USA,29.97,13.46,74.1,0.0156,5401077
VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,25.81,6.95,49.72,0.0042,5591679
VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,USA,8.73,49.12,66,-0.0047,896799
VNO,Vornado Realty Trust,Financial,REIT - Diversified,USA,20.2,1793,108.05,0.0044,828243
VRSN,"VeriSign, Inc.",Technology,Internet Information Providers,USA,7.35,15.25,60.65,-0.0004,968651
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,USA,26.78,0,111.62,0.0025,926687
VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities,USA,20.21,44.3,68.8,0.0020,1237481
VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,213.71,10.68,51.4,-0.0019,6844561
WAG,Walgreen Co.,Services,Drug Stores,USA,63.61,33.47,66.55,-0.0057,4003209
WAT,Waters Corporation,Healthcare,Medical Instruments & Supplies,USA,9.37,22.77,112.45,-0.0003,259177
WDC,Western Digital Corporation,Technology,Data Storage Devices,USA,22.85,15.4,98.54,0.0013,1775027
WEC,Wisconsin Energy Corp.,Utilities,Electric Utilities,USA,10.78,17.84,48.63,0.0169,1478425
WFC,Wells Fargo & Company,Financial,Money Center Banks,USA,276.76,13.08,53.44,0.0017,9632878
WFM,"Whole Foods Market, Inc.",Services,Grocery Stores,USA,17.02,30.2,47.41,0.0064,4357625
WHR,Whirlpool Corp.,Consumer Goods,Appliances,USA,13.49,18.41,175.55,0.0132,768065
WIN,"Windstream Holdings, Inc.",Technology,Telecom Services - Domestic,USA,5.86,40.54,9.77,0.0036,4275911
WLP,WellPoint Inc.,Healthcare,Health Care Plans,USA,33.84,15.36,127.27,0.0152,1166413
WM,"Waste Management, Inc.",Industrial Goods,Waste Management,USA,22.48,213.43,49.09,0.0000,1149043
WMB,"Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,USA,40.4,21.11,54.31,0.0048,4814234
WMT,Wal-Mart Stores Inc.,Services,"Discount, Variety Stores",USA,267.34,17.36,83.57,0.0074,7102653
WU,The Western Union Company,Financial,Credit Services,USA,9.46,12.24,18.2,0.0050,4746046
WY,Weyerhaeuser Co.,Industrial Goods,"Lumber, Wood Production",USA,17.78,29.48,34.03,0.0038,1925375
WYN,Wyndham Worldwide Corporation,Services,Lodging,USA,9.83,19.04,79.27,-0.0061,595540
WYNN,Wynn Resorts Ltd.,Services,Resorts & Casinos,USA,18.65,22.44,182.63,-0.0074,776678
XEC,Cimarex Energy Co.,Basic Materials,Independent Oil & Gas,USA,10.26,16.13,115.2,-0.0201,1415211
XEL,Xcel Energy Inc.,Utilities,Electric Utilities,USA,16.71,17.03,33.43,0.0118,2523141
XL,XL Group plc,Financial,Property & Casualty Insurance,Ireland,8.92,28.56,34.67,0.0032,1548826
XLNX,Xilinx Inc.,Technology,Semiconductor - Integrated Circuits,USA,11.53,18.32,43.41,-0.0046,1591347
XOM,Exxon Mobil Corporation,Basic Materials,Major Integrated Oil & Gas,USA,402.66,11.96,95.11,0.0002,8699811
XRAY,DENTSPLY International Inc.,Healthcare,Medical Instruments & Supplies,USA,7.38,24.15,52.61,0.0084,780173
XRX,Xerox Corporation,Technology,Information Technology Services,USA,15.33,14.76,13.49,0.0045,5300724
XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,USA,6.84,22.39,37.73,0.0029,700862
YHOO,Yahoo! Inc.,Technology,Internet Information Providers,USA,49.03,6.8,52.37,0.0120,36873568
YUM,"Yum! Brands, Inc.",Services,Restaurants,USA,32.72,23.37,73.99,-0.0106,2201147
ZION,Zions Bancorporation,Financial,Regional - Pacific Banks,USA,5.91,27.75,28.89,-0.0086,1958776
ZMH,"Zimmer Holdings, Inc.",Healthcare,Medical Appliances & Equipment,USA,18.65,23.73,110.68,0.0051,964553
ZTS,Zoetis Inc.,Healthcare,Drugs - Generic,USA,21.63,38.52,44.23,0.0253,9521733
